"Date and time","Volumetric humidity(S1)",temperature(S1),"Dew point(S1)","Humidity deficit(S1)","Relative humidity(S1)","Soil Electronic Conductivity(S1)","Soil Electronic Conductivity(S2)","soil vwc(S1)","soil vwc(S2)","Solar radiation (W/m2)(A1)",Thermister(S1),Thermister(S2)
2024-02-22T06:20:00+0900,,,,,,65.5,3.7,2,8,206,27.4,25.1
2024-02-22T06:10:00+0900,,,,,,65.5,3.6,2.2,8.1,250,27.6,25
2024-02-22T06:00:00+0900,,,,,,65.5,3.7,2.1,8,286,27.6,25
2024-02-22T05:50:00+0900,,,,,,65.5,3.7,2.2,8,332,27.7,24.9
2024-02-22T05:40:00+0900,,,,,,65.5,3.6,2,8.1,372,27.8,24.9
2024-02-22T05:30:00+0900,,,,,,65.5,3.6,2.1,8.1,418,27.8,24.9
2024-02-22T05:20:00+0900,,,,,,65.5,3.6,2.1,8.2,466,27.9,24.9
2024-02-22T05:10:00+0900,,,,,,65.5,3.5,2.1,8.2,504,27.9,24.8
2024-02-22T05:00:00+0900,,,,,,65.5,3.6,2.1,8.2,558,27.9,24.8
2024-02-22T04:50:00+0900,,,,,,65.5,3.7,2.1,8.1,598,27.9,24.8
2024-02-22T04:40:00+0900,,,,,,65.5,3.6,2.1,8.2,648,28,24.7
2024-02-22T04:30:00+0900,,,,,,65.5,3.5,2.1,8.3,684,27.9,24.7
2024-02-22T04:20:00+0900,,,,,,65.5,3.6,2.2,8.3,706,27.9,24.6
2024-02-22T04:10:00+0900,,,,,,65.5,3.5,2.2,8.4,748,27.9,24.6
2024-02-22T04:00:00+0900,,,,,,65.5,3.5,2.3,8.4,788,27.9,24.6
2024-02-22T03:50:00+0900,,,,,,65.5,3.5,2.3,8.4,808,27.9,24.6
2024-02-22T03:40:00+0900,,,,,,65.5,3.4,2.4,8.5,118,27.9,24.5
2024-02-22T03:30:00+0900,,,,,,65.5,3.4,2.3,8.5,890,27.9,24.5
2024-02-22T03:20:00+0900,,,,,,65.5,3.5,2.3,8.5,916,27.9,24.4
2024-02-22T03:10:00+0900,,,,,,65.5,3.4,2.4,8.6,974,27.9,24.4
2024-02-22T03:00:00+0900,,,,,,65.5,3.4,2.4,8.6,258,27.9,24.4
2024-02-22T02:50:00+0900,,,,,,65.5,3.3,2.4,8.7,1080,27.9,24.3
2024-02-22T02:40:00+0900,,,,,,65.5,3.4,2.5,8.7,144,27.9,24.3
2024-02-22T02:30:00+0900,,,,,,65.5,3.4,2.4,8.7,1176,27.8,24.3
2024-02-22T02:20:00+0900,,,,,,65.5,3.4,2.4,8.7,1132,27.8,24.2
2024-02-22T02:10:00+0900,,,,,,65.5,3.4,2.5,8.7,1058,27.6,24.2
2024-02-22T02:00:00+0900,,,,,,65.5,3.3,2.5,8.8,240,27.4,24.1
2024-02-22T01:50:00+0900,,,,,,58.8,3.4,2.7,8.8,1208,27.3,24.1
2024-02-22T01:40:00+0900,,,,,,63.7,3.4,2.6,8.8,254,27,24.1
2024-02-22T01:30:00+0900,,,,,,64.3,3.4,2.6,8.8,1198,26.8,24.1
2024-02-22T01:20:00+0900,,,,,,56.3,3.3,2.8,8.9,1202,26.5,24.1
2024-02-22T01:10:00+0900,,,,,,57,3.4,2.8,8.8,1214,26.3,24
2024-02-22T01:00:00+0900,,,,,,53.9,3.4,2.9,8.8,1206,26.1,24
2024-02-22T00:50:00+0900,,,,,,58.1,3.4,2.8,8.9,1162,25.8,23.9
2024-02-22T00:40:00+0900,,,,,,51.3,3.3,3,9,1136,25.6,23.9
2024-02-22T00:30:00+0900,,,,,,51.9,3.3,3,9,1130,25.4,23.9
2024-02-22T00:20:00+0900,,,,,,52.5,3.3,3,9,1116,25.2,23.9
2024-02-22T00:10:00+0900,,,,,,46.9,3.3,3.2,9,1094,24.9,23.9
2024-02-22T00:00:00+0900,,,,,,50.2,3.3,3.1,9.1,1090,24.8,23.9
2024-02-21T23:50:00+0900,,,,,,47.7,3.4,3.2,9,1050,24.6,23.9
2024-02-21T23:40:00+0900,,,,,,47.9,3.3,3.2,9.1,1032,24.4,23.9
2024-02-21T23:30:00+0900,,,,,,48.2,3.3,3.2,9.2,1010,24.2,23.9
2024-02-21T23:20:00+0900,,,,,,45.9,3.3,3.3,9.2,998,24,23.9
2024-02-21T23:10:00+0900,,,,,,49,3.3,3.2,9.2,974,23.8,23.9
2024-02-21T23:00:00+0900,,,,,,46.6,3.4,3.3,9.1,952,23.7,23.9
2024-02-21T22:50:00+0900,,,,,,46.8,3.3,3.3,9.2,926,23.5,23.9
2024-02-21T22:40:00+0900,,,,,,44.7,3.3,3.4,9.2,902,23.3,23.9
2024-02-21T22:30:00+0900,,,,,,47.4,3.4,3.3,9.1,878,23.1,23.9
2024-02-21T22:20:00+0900,,,,,,45.2,3.4,3.4,9.1,848,22.9,23.9
2024-02-21T22:10:00+0900,,,,,,40.7,3.5,3.6,9.1,818,22.8,23.9
2024-02-21T22:00:00+0900,,,,,,43.1,3.4,3.5,9.2,784,22.6,23.9
2024-02-21T21:50:00+0900,,,,,,43.4,3.5,3.5,9.1,752,22.5,23.9
2024-02-21T21:40:00+0900,,,,,,43.5,3.4,3.5,9.2,716,22.4,24
2024-02-21T21:30:00+0900,,,,,,43.7,3.4,3.5,9.2,682,22.3,24
2024-02-21T21:20:00+0900,,,,,,41.7,3.5,3.6,9.1,646,22.1,24
2024-02-21T21:10:00+0900,,,,,,41.7,3.4,3.6,9.3,608,22.1,24
2024-02-21T21:00:00+0900,,,,,,44,3.4,3.5,9.2,568,21.9,24
2024-02-21T20:50:00+0900,,,,,,42.2,3.4,3.6,9.2,528,21.9,24
2024-02-21T20:40:00+0900,,,,,,42.1,3.4,3.6,9.2,488,21.8,24.1
2024-02-21T20:30:00+0900,,,,,,42.4,3.5,3.6,9.1,448,21.8,24.1
2024-02-21T20:20:00+0900,,,,,,40.2,3.5,3.7,9.2,406,21.7,24.1
2024-02-21T20:10:00+0900,,,,,,44.8,3.5,3.5,9.2,360,21.7,24.1
2024-02-21T20:00:00+0900,,,,,,42.4,3.5,3.6,9.2,320,21.6,24.1
2024-02-21T19:50:00+0900,,,,,,44.9,3.6,3.5,9.1,278,21.6,24.1
2024-02-21T19:40:00+0900,,,,,,44.8,3.4,3.5,9.3,236,21.6,24.1
2024-02-21T19:30:00+0900,,,,,,44.8,3.5,3.5,9.1,204,21.6,24.1
2024-02-21T19:20:00+0900,,,,,,47.4,3.5,3.4,9.2,172,21.6,24.2
2024-02-21T19:10:00+0900,,,,,,47.4,3.6,3.4,9.1,140,21.7,24.2
2024-02-21T19:00:00+0900,,,,,,44.9,3.5,3.5,9.1,108,21.7,24.2
2024-02-21T18:50:00+0900,,,,,,44.8,3.6,3.5,9.1,76,21.8,24.2
2024-02-21T18:40:00+0900,,,,,,44.9,3.5,3.5,9.1,44,21.8,24.3
2024-02-21T18:30:00+0900,,,,,,45.1,3.6,3.5,9,16,21.8,24.3
2024-02-21T18:20:00+0900,,,,,,45.1,3.6,3.5,9,4,21.8,24.3
2024-02-21T18:10:00+0900,,,,,,47.5,3.6,3.4,9,0,21.8,24.3
2024-02-21T18:00:00+0900,,,,,,50.1,3.6,3.3,9.1,0,21.9,24.3
2024-02-21T17:50:00+0900,,,,,,50.3,3.6,3.3,9.1,0,21.9,24.3
2024-02-21T17:40:00+0900,,,,,,53.3,3.6,3.2,9.1,0,21.9,24.3
2024-02-21T17:30:00+0900,,,,,,50.3,3.7,3.3,9,0,21.9,24.3
2024-02-21T17:20:00+0900,,,,,,50.7,3.6,3.3,9,0,22,24.4
2024-02-21T17:10:00+0900,,,,,,53.4,3.6,3.2,9,0,22,24.4
2024-02-21T17:00:00+0900,,,,,,50.6,3.6,3.3,9,0,22.1,24.4
2024-02-21T16:50:00+0900,,,,,,50.4,3.7,3.3,8.9,0,22.1,24.4
2024-02-21T16:40:00+0900,,,,,,53.5,3.6,3.2,9,0,22.1,24.4
2024-02-21T16:30:00+0900,,,,,,50.5,3.6,3.3,9,0,22.1,24.4
2024-02-21T16:20:00+0900,,,,,,50.5,3.7,3.3,8.9,0,22.2,24.4
2024-02-21T16:10:00+0900,,,,,,53.5,3.7,3.2,8.9,0,22.2,24.4
2024-02-21T16:00:00+0900,,,,,,53.6,3.7,3.2,8.9,0,22.3,24.5
2024-02-21T15:50:00+0900,,,,,,53.6,3.7,3.2,8.9,0,22.3,24.5
2024-02-21T15:40:00+0900,,,,,,57,3.7,3.1,8.9,0,22.3,24.5
2024-02-21T15:30:00+0900,,,,,,53.6,3.7,3.2,8.9,0,22.4,24.5
2024-02-21T15:20:00+0900,,,,,,57.3,3.7,3.1,8.9,0,22.4,24.6
2024-02-21T15:10:00+0900,,,,,,57.1,3.7,3.1,8.9,0,22.4,24.6
2024-02-21T15:00:00+0900,,,,,,57,3.7,3.1,8.9,0,22.5,24.6
2024-02-21T14:50:00+0900,,,,,,53.9,3.7,3.2,8.9,0,22.5,24.6
2024-02-21T14:40:00+0900,,,,,,53.7,3.8,3.2,8.8,0,22.6,24.6
2024-02-21T14:30:00+0900,,,,,,57.2,3.8,3.1,8.8,0,22.6,24.6
2024-02-21T14:20:00+0900,,,,,,54,3.8,3.2,8.8,0,22.6,24.6
2024-02-21T14:10:00+0900,,,,,,61.1,3.8,3,8.8,0,22.7,24.6
2024-02-21T14:00:00+0900,,,,,,61,3.7,3,8.9,0,22.8,24.7
2024-02-21T13:50:00+0900,,,,,,61.1,3.9,3,8.7,0,22.8,24.7
2024-02-21T13:40:00+0900,,,,,,61.1,3.8,3,8.8,0,22.8,24.7
2024-02-21T13:30:00+0900,,,,,,61.2,3.8,3,8.7,0,22.9,24.7
2024-02-21T13:20:00+0900,,,,,,61.1,3.7,3,8.9,0,22.9,24.7
2024-02-21T13:10:00+0900,,,,,,65.3,3.8,2.9,8.8,0,22.9,24.8
2024-02-21T13:00:00+0900,,,,,,65.3,3.9,2.9,8.7,0,23,24.8
2024-02-21T12:50:00+0900,,,,,,65.2,3.8,2.9,8.8,0,23.1,24.8
2024-02-21T12:40:00+0900,,,,,,61.3,3.8,3,8.8,0,23.1,24.8
2024-02-21T12:30:00+0900,,,,,,65.3,3.8,2.9,8.8,0,23.2,24.8
2024-02-21T12:20:00+0900,,,,,,61.3,3.9,3,8.7,0,23.3,24.8
2024-02-21T12:10:00+0900,,,,,,65.5,3.9,2.8,8.7,0,23.3,24.8
2024-02-21T12:00:00+0900,,,,,,65.4,3.8,2.9,8.9,0,23.4,24.8
2024-02-21T11:50:00+0900,,,,,,65.5,3.8,2.9,8.8,0,23.4,24.8
2024-02-21T11:40:00+0900,,,,,,65.5,3.8,2.8,8.8,0,23.5,24.8
2024-02-21T11:30:00+0900,,,,,,65.5,3.7,2.8,8.9,0,23.6,24.8
2024-02-21T11:20:00+0900,,,,,,65.5,3.7,2.8,8.9,0,23.6,24.8
2024-02-21T11:10:00+0900,,,,,,65.5,3.8,2.8,8.8,0,23.7,24.8
2024-02-21T11:00:00+0900,,,,,,65.5,3.7,2.7,8.9,0,23.8,24.8
2024-02-21T10:50:00+0900,,,,,,65.5,3.8,2.8,8.8,0,23.9,24.8
2024-02-21T10:40:00+0900,,,,,,65.5,3.8,2.7,8.8,0,23.9,24.9
2024-02-21T10:30:00+0900,,,,,,65.5,3.7,2.7,8.9,0,24,24.9
2024-02-21T10:20:00+0900,,,,,,65.5,3.8,2.7,8.8,0,24.1,24.9
2024-02-21T10:10:00+0900,,,,,,65.5,3.8,2.8,8.9,0,24.1,24.9
2024-02-21T10:00:00+0900,,,,,,65.5,3.8,2.6,8.8,0,24.3,24.9
2024-02-21T09:50:00+0900,,,,,,65.5,3.8,2.7,8.9,0,24.3,24.9
2024-02-21T09:40:00+0900,,,,,,65.5,3.8,2.7,8.9,0,24.4,24.9
2024-02-21T09:30:00+0900,,,,,,65.5,3.7,2.7,9,0,24.4,24.9
2024-02-21T09:20:00+0900,,,,,,65.5,3.8,2.5,8.9,0,24.6,24.9
2024-02-21T09:10:00+0900,,,,,,65.5,3.8,2.7,8.9,0,24.6,24.9
2024-02-21T09:00:00+0900,,,,,,65.5,3.8,2.5,8.8,0,24.8,24.9
2024-02-21T08:50:00+0900,,,,,,65.5,3.8,2.6,8.9,0,24.8,24.9
2024-02-21T08:40:00+0900,,,,,,65.5,3.8,2.5,8.9,0,24.9,24.8
2024-02-21T08:30:00+0900,,,,,,65.5,3.7,2.5,9,0,25,24.8
2024-02-21T08:20:00+0900,,,,,,65.5,3.8,2.5,8.9,0,25.1,24.8
2024-02-21T08:10:00+0900,,,,,,65.5,3.8,2.6,8.9,0,25.2,24.8
2024-02-21T08:00:00+0900,,,,,,65.5,3.7,2.5,9,0,25.3,24.8
2024-02-21T07:50:00+0900,,,,,,65.5,3.8,2.5,8.9,0,25.4,24.8
2024-02-21T07:40:00+0900,,,,,,65.5,3.7,2.5,9.1,0,25.5,24.8
2024-02-21T07:30:00+0900,,,,,,65.5,3.8,2.5,9,2,25.6,24.8
2024-02-21T07:20:00+0900,,,,,,65.5,3.7,2.5,9,6,25.6,24.8
2024-02-21T07:10:00+0900,,,,,,65.5,3.7,2.5,9,22,25.8,24.8
2024-02-21T07:00:00+0900,,,,,,65.5,3.8,2.3,9,52,25.8,24.7
2024-02-21T06:50:00+0900,,,,,,65.5,3.7,2.4,9.1,86,25.9,24.7
2024-02-21T06:40:00+0900,,,,,,65.5,3.7,2.4,9.1,122,26,24.7
2024-02-21T06:30:00+0900,,,,,,65.5,3.7,2.4,9.1,164,26.1,24.6
2024-02-21T06:20:00+0900,,,,,,65.5,3.7,2.3,9.1,206,26.2,24.6
2024-02-21T06:10:00+0900,,,,,,65.5,3.7,2.5,9.2,272,26.3,24.6
2024-02-21T06:00:00+0900,,,,,,65.5,3.8,2.4,9.1,288,26.3,24.6
2024-02-21T05:50:00+0900,,,,,,65.5,3.7,2.4,9.2,336,26.4,24.6
2024-02-21T05:40:00+0900,,,,,,65.5,3.7,2.3,9.2,378,26.4,24.6
2024-02-21T05:30:00+0900,,,,,,65.5,3.7,2.4,9.2,430,26.4,24.5
2024-02-21T05:20:00+0900,,,,,,65.5,3.7,2.4,9.2,470,26.5,24.5
2024-02-21T05:10:00+0900,,,,,,65.5,3.7,2.4,9.2,506,26.5,24.5
2024-02-21T05:00:00+0900,,,,,,65.5,3.8,2.4,9.2,550,26.5,24.4
2024-02-21T04:50:00+0900,,,,,,65.5,3.7,2.5,9.3,606,26.5,24.4
2024-02-21T04:40:00+0900,,,,,,65.5,3.7,2.4,9.3,630,26.5,24.4
2024-02-21T04:30:00+0900,,,,,,65.5,3.7,2.5,9.4,670,26.4,24.4
2024-02-21T04:20:00+0900,,,,,,65.5,3.7,2.5,9.4,776,26.4,24.4
2024-02-21T04:10:00+0900,,,,,,65.5,3.7,2.5,9.4,752,26.4,24.3
2024-02-21T04:00:00+0900,,,,,,65.5,3.7,2.5,9.4,124,26.4,24.3
2024-02-21T03:50:00+0900,,,,,,65.5,3.7,2.5,9.5,896,26.3,24.3
2024-02-21T03:40:00+0900,,,,,,65.5,3.7,2.5,9.4,996,26.3,24.3
2024-02-21T03:30:00+0900,,,,,,65.5,3.7,2.6,9.6,924,26.2,24.3
2024-02-21T03:20:00+0900,,,,,,65.5,3.7,2.5,9.5,1102,26.1,24.3
2024-02-21T03:10:00+0900,,,,,,65.5,3.7,2.6,9.6,1074,26,24.3
2024-02-21T03:00:00+0900,,,,,,65.5,3.8,2.8,9.5,204,25.9,24.2
2024-02-21T02:50:00+0900,,,,,,65.5,3.7,2.8,9.6,1064,25.8,24.2
2024-02-21T02:40:00+0900,,,,,,65.5,3.8,2.7,9.6,382,25.8,24.2
2024-02-21T02:30:00+0900,,,,,,65.5,3.8,2.7,9.5,468,25.6,24.1
2024-02-21T02:20:00+0900,,,,,,65.5,3.7,2.7,9.7,1164,25.5,24.1
2024-02-21T02:10:00+0900,,,,,,65.5,3.8,2.9,9.6,308,25.4,24.1
2024-02-21T02:00:00+0900,,,,,,65.5,3.8,2.8,9.6,1144,25.3,24.1
2024-02-21T01:50:00+0900,,,,,,65.5,3.9,2.8,9.5,1182,25.2,24.1
2024-02-21T01:40:00+0900,,,,,,65.5,3.8,2.8,9.7,1178,25.1,24.1
2024-02-21T01:30:00+0900,,,,,,65.5,3.8,2.9,9.7,1154,25,24.1
2024-02-21T01:20:00+0900,,,,,,65.5,3.8,2.9,9.8,370,24.9,24.1
2024-02-21T01:10:00+0900,,,,,,65.5,3.9,2.9,9.7,400,24.8,24.1
2024-02-21T01:00:00+0900,,,,,,65.5,4,2.9,9.6,1336,24.6,24.1
2024-02-21T00:50:00+0900,,,,,,65.5,3.8,2.9,9.8,384,24.5,24.1
2024-02-21T00:40:00+0900,,,,,,65.5,4,3,9.7,444,24.4,24.1
2024-02-21T00:30:00+0900,,,,,,65.5,4,3.1,9.7,454,24.3,24.1
2024-02-21T00:20:00+0900,,,,,,65.5,4,3.1,9.7,1352,24.2,24.1
2024-02-21T00:10:00+0900,,,,,,65.5,4,3,9.7,626,24.1,24
2024-02-21T00:00:00+0900,,,,,,65.5,3.9,3,9.8,484,24,24.1
2024-02-20T23:50:00+0900,,,,,,65.5,4,3.1,9.8,582,23.9,24
2024-02-20T23:40:00+0900,,,,,,65.5,4.1,3.1,9.7,494,23.8,24.1
2024-02-20T23:30:00+0900,,,,,,65.5,4,3,9.8,490,23.7,24
2024-02-20T23:20:00+0900,,,,,,65.5,4.1,3.1,9.7,698,23.6,24
2024-02-20T23:10:00+0900,,,,,,65.5,4.1,3.1,9.7,592,23.5,24.1
2024-02-20T23:00:00+0900,,,,,,65.5,4.1,3.1,9.7,528,23.3,24.1
2024-02-20T22:50:00+0900,,,,,,65.5,4.1,3.1,9.8,410,23.3,24.1
2024-02-20T22:40:00+0900,,,,,,65.5,4.2,3.2,9.7,1388,23.1,24.1
2024-02-20T22:30:00+0900,,,,,,65.5,4.1,3.3,9.8,530,22.9,24.1
2024-02-20T22:20:00+0900,,,,,,65.5,4.2,3.2,9.7,494,22.8,24.1
2024-02-20T22:10:00+0900,,,,,,65.5,4.2,3.2,9.8,498,22.7,24.1
2024-02-20T22:00:00+0900,,,,,,65.5,4.3,3.1,9.6,416,22.6,24.1
2024-02-20T21:50:00+0900,,,,,,65.5,4.3,3.1,9.7,494,22.5,24.1
2024-02-20T21:40:00+0900,,,,,,65.5,4.4,3.2,9.6,590,22.4,24.1
2024-02-20T21:30:00+0900,,,,,,65.5,4.5,3.3,9.5,802,22.3,24.1
2024-02-20T21:20:00+0900,,,,,,65.5,4.5,3.1,9.5,366,22.3,24.1
2024-02-20T21:10:00+0900,,,,,,65.5,4.5,3.3,9.5,296,22.3,24.1
2024-02-20T21:00:00+0900,,,,,,65.5,4.5,3.2,9.6,318,22.2,24.2
2024-02-20T20:50:00+0900,,,,,,65.5,4.5,3.1,9.5,214,22.2,24.2
2024-02-20T20:40:00+0900,,,,,,65.5,4.5,3.2,9.6,516,22.1,24.2
2024-02-20T20:30:00+0900,,,,,,65.5,4.6,3.3,9.4,474,22.1,24.2
2024-02-20T20:20:00+0900,,,,,,65.5,4.7,3.2,9.4,242,22.1,24.2
2024-02-20T20:10:00+0900,,,,,,65.5,4.7,3.2,9.4,148,22.1,24.2
2024-02-20T20:00:00+0900,,,,,,65.5,4.8,3.3,9.3,106,22.1,24.3
2024-02-20T19:50:00+0900,,,,,,65.5,4.9,3.2,9.2,260,22.1,24.3
2024-02-20T19:40:00+0900,,,,,,65.5,5,3.2,9.1,274,22.1,24.3
2024-02-20T19:30:00+0900,,,,,,65.5,4.9,3.2,9.2,236,22.1,24.3
2024-02-20T19:20:00+0900,,,,,,65.5,4.9,3.2,9.2,184,22.1,24.3
2024-02-20T19:10:00+0900,,,,,,65.5,5,3.2,9.1,158,22.1,24.3
2024-02-20T19:00:00+0900,,,,,,65.5,5,3.2,9.1,82,22.1,24.3
2024-02-20T18:50:00+0900,,,,,,65.5,5,3,9.1,20,22.2,24.3
2024-02-20T18:40:00+0900,,,,,,65.5,5.2,3.1,8.9,8,22.2,24.3
2024-02-20T18:30:00+0900,,,,,,65.5,5.1,3.1,9,4,22.3,24.4
2024-02-20T18:20:00+0900,,,,,,65.5,5.2,3.1,8.9,2,22.3,24.4
2024-02-20T18:10:00+0900,,,,,,65.5,5.1,3.1,9,0,22.3,24.4
2024-02-20T18:00:00+0900,,,,,,65.5,5.2,3,8.9,0,22.3,24.4
2024-02-20T17:50:00+0900,,,,,,65.5,5.3,3.1,8.8,0,22.3,24.4
2024-02-20T17:40:00+0900,,,,,,65.5,5.2,3,8.9,0,22.4,24.4
2024-02-20T17:30:00+0900,,,,,,65.5,5.2,3,8.9,0,22.4,24.4
2024-02-20T17:20:00+0900,,,,,,65.5,5.3,3,8.8,0,22.4,24.4
2024-02-20T17:10:00+0900,,,,,,65.5,5.3,2.9,8.8,0,22.4,24.4
2024-02-20T17:00:00+0900,,,,,,65.5,5.4,3,8.8,0,22.4,24.4
2024-02-20T16:50:00+0900,,,,,,65.5,5.4,3,8.7,0,22.4,24.5
2024-02-20T16:40:00+0900,,,,,,65.5,5.6,2.9,8.6,0,22.5,24.5
2024-02-20T16:30:00+0900,,,,,,65.5,5.5,2.9,8.6,0,22.5,24.5
2024-02-20T16:20:00+0900,,,,,,65.5,5.5,2.9,8.6,0,22.5,24.5
2024-02-20T16:10:00+0900,,,,,,65.5,5.5,2.9,8.6,0,22.6,24.6
2024-02-20T16:00:00+0900,,,,,,65.5,5.6,3,8.5,0,22.6,24.6
2024-02-20T15:50:00+0900,,,,,,65.5,5.5,3,8.6,0,22.6,24.6
2024-02-20T15:40:00+0900,,,,,,65.5,5.7,2.9,8.5,0,22.6,24.6
2024-02-20T15:30:00+0900,,,,,,65.5,5.6,2.9,8.5,0,22.6,24.6
2024-02-20T15:20:00+0900,,,,,,65.5,5.9,2.8,8.3,0,22.6,24.6
2024-02-20T15:10:00+0900,,,,,,65.5,5.8,2.9,8.3,0,22.6,24.6
2024-02-20T15:00:00+0900,,,,,,65.5,5.9,2.8,8.2,0,22.6,24.6
2024-02-20T14:50:00+0900,,,,,,65.5,5.6,2.8,8.4,0,22.6,24.6
2024-02-20T14:40:00+0900,,,,,,65.5,5.7,2.8,8.2,0,22.7,24.6
2024-02-20T14:30:00+0900,,,,,,65.5,5.8,2.8,8,0,22.7,24.6
2024-02-20T14:20:00+0900,,,,,,65.5,5.6,2.9,8,0,22.7,24.7
2024-02-20T14:10:00+0900,,,,,,65.5,5.4,2.8,8,0,22.8,24.7
2024-02-20T14:00:00+0900,,,,,,65.5,5.2,2.8,8,0,22.8,24.7
2024-02-20T13:50:00+0900,,,,,,65.5,4.8,2.8,8,0,22.8,24.7
2024-02-20T13:40:00+0900,,,,,,65.5,4.5,2.8,7.8,0,22.8,24.7
2024-02-20T13:30:00+0900,,,,,,65.5,4.1,2.7,7.8,0,22.8,24.8
2024-02-20T13:20:00+0900,,,,,,65.5,3.9,2.7,7.8,0,22.9,24.8
2024-02-20T13:10:00+0900,,,,,,65.5,3.8,2.5,7.8,0,22.9,24.8
2024-02-20T13:00:00+0900,,,,,,65.5,3.6,2.6,7.8,0,22.9,24.8
2024-02-20T12:50:00+0900,,,,,,65.5,3.7,2.6,7.7,0,23,24.8
2024-02-20T12:40:00+0900,,,,,,65.5,3.6,2.7,7.7,0,23,24.8
2024-02-20T12:30:00+0900,,,,,,65.5,3.6,2.6,7.7,0,23,24.8
2024-02-20T12:20:00+0900,,,,,,65.5,3.6,2.6,7.6,0,23.1,24.8
2024-02-20T12:10:00+0900,,,,,,65.5,3.5,2.6,7.7,0,23.1,24.8
2024-02-20T12:00:00+0900,,,,,,65.5,3.7,2.5,7.6,0,23.1,24.9
2024-02-20T11:50:00+0900,,,,,,65.5,3.7,2.5,7.5,0,23.2,24.9
2024-02-20T11:40:00+0900,,,,,,65.5,3.6,2.6,7.6,0,23.2,24.9
2024-02-20T11:30:00+0900,,,,,,65.5,3.6,2.4,7.6,0,23.3,24.9
2024-02-20T11:20:00+0900,,,,,,65.5,3.7,2.4,7.5,0,23.3,24.9
2024-02-20T11:10:00+0900,,,,,,65.5,3.6,2.5,7.6,0,23.3,24.9
2024-02-20T11:00:00+0900,,,,,,65.5,3.7,2.5,7.5,0,23.4,24.9
2024-02-20T10:50:00+0900,,,,,,65.5,3.7,2.4,7.5,0,23.4,24.9
2024-02-20T10:40:00+0900,,,,,,65.5,3.7,2.4,7.5,0,23.5,24.9
2024-02-20T10:30:00+0900,,,,,,65.5,3.7,2.3,7.5,0,23.6,24.9
2024-02-20T10:20:00+0900,,,,,,65.5,3.8,2.3,7.4,0,23.6,24.9
2024-02-20T10:10:00+0900,,,,,,65.5,3.6,2.3,7.6,0,23.8,24.9
2024-02-20T10:00:00+0900,,,,,,65.5,3.8,2.2,7.4,0,23.8,24.9
2024-02-20T09:50:00+0900,,,,,,65.5,3.7,2.1,7.5,0,23.9,24.9
2024-02-20T09:40:00+0900,,,,,,65.5,3.7,1.9,7.5,0,24,24.9
2024-02-20T09:30:00+0900,,,,,,65.5,3.6,1.7,7.6,0,24.1,24.9
2024-02-20T09:20:00+0900,,,,,,65.5,3.6,1.8,7.6,0,24.3,24.9
2024-02-20T09:10:00+0900,,,,,,65.5,3.6,1.8,7.6,0,24.3,25
2024-02-20T09:00:00+0900,,,,,,65.5,3.7,1.8,7.5,0,24.4,24.9
2024-02-20T08:50:00+0900,,,,,,65.5,3.6,1.9,7.6,0,24.6,24.9
2024-02-20T08:40:00+0900,,,,,,65.5,3.6,1.9,7.6,0,24.7,24.9
2024-02-20T08:30:00+0900,,,,,,65.5,3.6,1.7,7.6,0,24.8,24.9
2024-02-20T08:20:00+0900,,,,,,65.5,3.7,1.8,7.5,0,24.9,24.9
2024-02-20T08:10:00+0900,,,,,,65.5,3.6,1.6,7.5,0,25.1,24.9
2024-02-20T08:00:00+0900,,,,,,65.5,3.7,1.4,7.5,0,25.2,24.9
2024-02-20T07:50:00+0900,,,,,,65.5,3.6,1.6,7.6,0,25.3,24.9
2024-02-20T07:40:00+0900,,,,,,65.5,3.7,1.6,7.5,0,25.3,24.9
2024-02-20T07:30:00+0900,,,,,,65.5,3.3,1.9,8,0,25.4,24.9
2024-02-20T07:20:00+0900,,,,,,65.5,3.2,1.9,8.1,0,25.4,24.9
2024-02-20T07:10:00+0900,,,,,,65.5,3.2,1.9,8.1,2,25.5,24.9
2024-02-20T07:00:00+0900,,,,,,65.5,3.2,1.8,8.1,12,25.5,24.9
2024-02-20T06:50:00+0900,,,,,,65.5,3.2,1.9,8.1,38,25.6,24.9
2024-02-20T06:40:00+0900,,,,,,65.5,3.3,1.9,8,52,25.6,24.9
2024-02-20T06:30:00+0900,,,,,,65.5,3.2,2,8.1,70,25.6,24.8
2024-02-20T06:20:00+0900,,,,,,65.5,3.2,1.8,8.1,94,25.6,24.8
2024-02-20T06:10:00+0900,,,,,,65.5,3.2,1.8,8.2,166,25.6,24.8
2024-02-20T06:00:00+0900,,,,,,65.5,3.2,2,8.1,202,25.5,24.8
2024-02-20T05:50:00+0900,,,,,,65.5,3.3,2,8,260,25.5,24.8
2024-02-20T05:40:00+0900,,,,,,65.5,3.2,1.9,8.1,642,25.4,24.8
2024-02-20T05:30:00+0900,,,,,,65.5,3.1,2,8.2,656,25.4,24.8
2024-02-20T05:20:00+0900,,,,,,65.5,3.3,1.9,8,542,25.4,24.8
2024-02-20T05:10:00+0900,,,,,,65.5,3.2,2,8.2,386,25.4,24.8
2024-02-20T05:00:00+0900,,,,,,65.5,3.3,2,8,290,25.4,24.8
2024-02-20T04:50:00+0900,,,,,,65.5,3.3,2,8,278,25.3,24.8
2024-02-20T04:40:00+0900,,,,,,65.5,3.3,2.1,8,276,25.2,24.8
